mode,season,route_id,route_name,direction_id,day_type_id,day_type_name,stop_time,stop_name,stop_id,stopsequence,average_ons,average_offs,average_load,ObjectId
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 16:08:00+00,Whitman,place-PB-0212,5,12,0,48,2113
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 16:12:00+00,Abington,place-PB-0194,6,14,1,61,2114
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 16:20:00+00,South Weymouth,place-PB-0158,7,8,2,67,2115
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 16:27:00+00,Braintree,place-brntn,8,2,8,61,2116
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 16:46:00+00,South Station,place-sstat,11,0,61,,2117
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 17:06:00+00,Plymouth,place-PB-0356,1,12,,12,2118
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 17:16:00+00,Halifax,place-PB-0281,3,3,0,15,2119
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 17:21:00+00,Hanson,place-PB-0245,4,4,0,19,2120
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 17:26:00+00,Whitman,place-PB-0212,5,6,0,25,2121
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 17:30:00+00,Abington,place-PB-0194,6,8,1,32,2122
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 17:37:00+00,South Weymouth,place-PB-0158,7,3,0,35,2123
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 17:45:00+00,Braintree,place-brntn,8,1,4,32,2124
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 17:58:00+00,JFK/UMass,place-jfk,10,0,0,32,2125
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 18:05:00+00,South Station,place-sstat,11,0,32,,2126
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 18:35:00+00,Kingston,place-KB-0351,2,8,0,8,2127
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 19:28:00+00,Plymouth,place-PB-0356,1,3,,11,2128
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 19:38:00+00,Halifax,place-PB-0281,3,2,0,13,2129
2,Spring 2018,CR-Haverhill,Haverhill Line,1,day_type_01,weekday,2018/01/01 23:48:00+00,Haverhill,place-WR-0329,14,,28,,2130
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 23:13:00+00,Whitman,place-PB-0212,7,0,84,275,2131
2,Spring 2018,CR-Haverhill,Haverhill Line,1,day_type_01,weekday,2018/01/01 23:49:00+00,Greenwood,place-WR-0085,6,0,16,301,2132
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 14:41:00+00,Halifax,place-PB-0281,9,0,0,8,2133
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 23:15:00+00,South Station,place-sstat,1,345,,345,2134
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 20:26:00+00,South Station,place-sstat,11,0,22,,2135
2,Spring 2018,CR-Haverhill,Haverhill Line,1,day_type_01,weekday,2018/01/02 03:10:00+00,Andover,place-WR-0228,11,1,15,36,2136
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 14:54:00+00,Plymouth,place-PB-0356,11,,8,,2137
2,Spring 2018,CR-Haverhill,Haverhill Line,1,day_type_01,weekday,2018/01/01 23:53:00+00,Wakefield,place-WR-0099,7,1,32,270,2138
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 21:02:00+00,Kingston,place-KB-0351,2,19,,19,2139
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 23:18:00+00,Hanson,place-PB-0245,8,0,87,188,2140
2,Spring 2018,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 11:22:00+00,North Station,place-north,9,,325,,2141
2,Spring 2018,CR-Haverhill,Haverhill Line,1,day_type_01,weekday,2018/01/01 23:55:00+00,North Station,place-north,1,86,,0,2142
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 23:23:00+00,Halifax,place-PB-0281,9,0,68,120,2143
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 21:12:00+00,Halifax,place-PB-0281,3,4,0,23,2144
2,Spring 2018,CR-Haverhill,Haverhill Line,1,day_type_01,weekday,2018/01/02 03:17:00+00,Lawrence,place-WR-0264,12,0,24,12,2145
2,Spring 2018,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 11:26:00+00,Wilmington,place-NHRML-0152,3,69,0,284,2146
2,Spring 2018,CR-Haverhill,Haverhill Line,1,day_type_01,weekday,2018/01/01 23:59:00+00,Reading,place-WR-0120,8,0,64,206,2147
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 15:28:00+00,Kingston,place-KB-0351,10,,0,,2148
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 23:33:00+00,Braintree,place-brntn,4,5,25,325,2149
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 21:17:00+00,Hanson,place-PB-0245,4,2,0,25,2150
2,Spring 2018,CR-Haverhill,Haverhill Line,1,day_type_01,weekday,2018/01/02 03:26:00+00,Bradford,place-WR-0325,13,0,3,9,2151
2,Spring 2018,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 11:31:00+00,Anderson/Woburn,place-NHRML-0127,4,84,4,364,2152
2,Spring 2018,CR-Haverhill,Haverhill Line,1,day_type_01,weekday,2018/01/02 00:06:00+00,North Wilmington,place-WR-0163,9,0,15,191,2153
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 15:50:00+00,South Station,place-sstat,1,23,,23,2154
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 16:08:00+00,Braintree,place-brntn,4,3,1,25,2155
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 16:15:00+00,South Weymouth,place-PB-0158,5,0,6,19,2156
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 16:20:00+00,Abington,place-PB-0194,6,0,3,16,2157
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 16:24:00+00,Whitman,place-PB-0212,7,0,2,14,2158
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 16:29:00+00,Hanson,place-PB-0245,8,0,5,9,2159
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 16:34:00+00,Halifax,place-PB-0281,9,0,1,8,2160
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 16:47:00+00,Plymouth,place-PB-0356,11,0,8,,2161
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 17:25:00+00,South Station,place-sstat,1,57,,57,2162
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 17:44:00+00,Braintree,place-brntn,4,1,2,56,2163
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 17:51:00+00,South Weymouth,place-PB-0158,5,0,6,50,2164
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 17:57:00+00,Abington,place-PB-0194,6,0,10,40,2165
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 18:01:00+00,Whitman,place-PB-0212,7,0,5,35,2166
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 18:06:00+00,Hanson,place-PB-0245,8,0,6,29,2167
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 18:11:00+00,Halifax,place-PB-0281,9,0,6,23,2168
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 18:23:00+00,Kingston,place-KB-0351,10,0,22,1,2169
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 18:52:00+00,Plymouth,place-PB-0356,11,,1,,2170
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 19:47:00+00,South Station,place-sstat,1,212,,212,2171
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 19:53:00+00,JFK/UMass,place-jfk,2,87,0,299,2172
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 20:07:00+00,Braintree,place-brntn,4,27,53,273,2173
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 20:14:00+00,South Weymouth,place-PB-0158,5,0,28,245,2174
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 20:19:00+00,Abington,place-PB-0194,6,2,55,192,2175
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 20:23:00+00,Whitman,place-PB-0212,7,0,59,133,2176
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 20:28:00+00,Hanson,place-PB-0245,8,0,60,73,2177
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 20:33:00+00,Halifax,place-PB-0281,9,0,21,52,2178
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 20:45:00+00,Kingston,place-KB-0351,10,,52,,2179
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 21:20:00+00,South Station,place-sstat,1,573,,573,2180
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 21:26:00+00,JFK/UMass,place-jfk,2,21,0,594,2181
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 21:40:00+00,Braintree,place-brntn,4,17,25,586,2182
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 21:47:00+00,South Weymouth,place-PB-0158,5,3,100,489,2183
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 21:52:00+00,Abington,place-PB-0194,6,0,101,388,2184
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 21:56:00+00,Whitman,place-PB-0212,7,0,93,295,2185
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 22:00:00+00,South Station,place-sstat,1,610,,610,2186
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 22:01:00+00,Hanson,place-PB-0245,8,0,70,225,2187
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 22:06:00+00,JFK/UMass,place-jfk,2,25,0,635,2188
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 22:06:00+00,Halifax,place-PB-0281,9,0,79,146,2189
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 22:18:00+00,Kingston,place-KB-0351,10,,146,,2190
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 22:19:00+00,Braintree,place-brntn,4,8,26,617,2191
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 22:26:00+00,South Weymouth,place-PB-0158,5,0,114,503,2192
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 22:31:00+00,Abington,place-PB-0194,6,0,131,372,2193
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 22:35:00+00,Whitman,place-PB-0212,7,0,93,279,2194
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 22:38:00+00,South Station,place-sstat,1,759,,759,2195
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 22:40:00+00,Hanson,place-PB-0245,8,0,74,205,2196
2,Spring 2018,CR-Haverhill,Haverhill Line,1,day_type_01,weekday,2018/01/02 03:28:00+00,Haverhill,place-WR-0329,14,,9,,2197
2,Spring 2018,CR-Haverhill,Haverhill Line,1,day_type_01,weekday,2018/01/02 00:13:00+00,Ballardvale,place-WR-0205,10,0,25,166,2198
2,Spring 2018,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 11:35:00+00,Lowell,place-NHRML-0254,1,109,,109,2199
2,Spring 2018,CR-Haverhill,Haverhill Line,1,day_type_01,weekday,2018/01/02 04:00:00+00,North Station,place-north,1,24,,24,2200
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 23:35:00+00,Kingston,place-KB-0351,10,,120,,2201
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 21:22:00+00,Whitman,place-PB-0212,5,3,0,28,2202
2,Spring 2018,CR-Haverhill,Haverhill Line,1,day_type_01,weekday,2018/01/02 00:19:00+00,Andover,place-WR-0228,11,3,59,110,2203
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 21:26:00+00,Abington,place-PB-0194,6,4,2,30,2204
2,Spring 2018,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 11:38:00+00,Winchester Center,place-NHRML-0078,6,37,3,398,2205
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 23:40:00+00,South Weymouth,place-PB-0158,5,0,87,238,2206
2,Spring 2018,CR-Haverhill,Haverhill Line,1,day_type_01,weekday,2018/01/02 00:20:00+00,North Station,place-north,1,88,,88,2207
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 21:31:00+00,South Weymouth,place-PB-0158,7,7,0,37,2208
2,Spring 2018,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 11:40:00+00,Wedgemere,place-NHRML-0073,7,19,1,416,2209
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 23:45:00+00,Abington,place-PB-0194,6,0,60,178,2210
2,Spring 2018,CR-Haverhill,Haverhill Line,1,day_type_01,weekday,2018/01/02 00:25:00+00,Lawrence,place-WR-0264,12,1,44,67,2211
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 21:38:00+00,Braintree,place-brntn,8,0,3,34,2212
2,Spring 2018,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 11:43:00+00,West Medford,place-NHRML-0055,8,42,2,456,2213
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 23:48:00+00,Whitman,place-PB-0212,7,0,41,137,2214
2,Spring 2018,CR-Haverhill,Haverhill Line,1,day_type_01,weekday,2018/01/02 00:31:00+00,Malden Center,place-mlmnl,2,3,2,89,2215
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 21:59:00+00,South Station,place-sstat,11,,34,,2216
2,Spring 2018,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 11:43:00+00,North Billerica,place-NHRML-0218,2,70,0,179,2217
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 23:53:00+00,Hanson,place-PB-0245,8,0,52,85,2218
2,Spring 2018,CR-Haverhill,Haverhill Line,1,day_type_01,weekday,2018/01/02 00:34:00+00,Wyoming Hill,place-WR-0062,3,0,10,79,2219
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 23:27:00+00,Kingston,place-KB-0351,2,6,,6,2220
2,Spring 2018,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 11:51:00+00,Wilmington,place-NHRML-0152,3,86,0,265,2221
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 23:58:00+00,Halifax,place-PB-0281,9,0,41,44,2222
2,Spring 2018,CR-Haverhill,Haverhill Line,1,day_type_01,weekday,2018/01/02 00:35:00+00,Ballardvale,place-WR-0205,10,2,15,73,2223
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 23:27:00+00,Halifax,place-PB-0281,3,1,1,6,2224
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 23:45:00+00,Hanson,place-PB-0245,4,2,0,8,2225
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 23:55:00+00,Whitman,place-PB-0212,5,1,0,9,2226
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/01 23:58:00+00,Abington,place-PB-0194,6,6,1,14,2227
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/02 00:03:00+00,South Weymouth,place-PB-0158,7,2,0,16,2228
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/02 00:11:00+00,Braintree,place-brntn,8,1,1,16,2229
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/02 00:23:00+00,Kingston,place-KB-0351,2,1,,1,2230
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/02 00:28:00+00,South Station,place-sstat,11,,16,,2231
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/02 00:45:00+00,Plymouth,place-PB-0356,1,6,,7,2232
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/02 00:55:00+00,Halifax,place-PB-0281,3,1,0,8,2233
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/02 01:00:00+00,Hanson,place-PB-0245,4,0,0,8,2234
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/02 01:08:00+00,Whitman,place-PB-0212,5,1,0,9,2235
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/02 01:12:00+00,Abington,place-PB-0194,6,0,0,9,2236
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/02 01:17:00+00,South Weymouth,place-PB-0158,7,1,4,6,2237
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/02 01:25:00+00,Braintree,place-brntn,8,0,2,4,2238
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/02 01:45:00+00,South Station,place-sstat,11,0,4,,2239
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/02 01:53:00+00,Kingston,place-KB-0351,2,1,,1,2240
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/02 02:03:00+00,Halifax,place-PB-0281,3,1,0,2,2241
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/02 02:08:00+00,Hanson,place-PB-0245,4,1,0,3,2242
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/02 02:13:00+00,Whitman,place-PB-0212,5,2,0,5,2243
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/02 02:17:00+00,Abington,place-PB-0194,6,1,0,6,2244
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/02 02:22:00+00,South Weymouth,place-PB-0158,7,1,0,7,2245
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/02 02:29:00+00,Braintree,place-brntn,8,0,3,4,2246
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,0,day_type_01,weekday,2018/01/02 02:49:00+00,South Station,place-sstat,11,0,4,,2247
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 12:11:00+00,South Station,place-sstat,1,7,,7,2248
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 12:32:00+00,Braintree,place-brntn,4,4,0,11,2249
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 12:39:00+00,South Weymouth,place-PB-0158,5,0,3,8,2250
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 12:44:00+00,Abington,place-PB-0194,6,0,3,5,2251
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 12:47:00+00,Whitman,place-PB-0212,7,1,1,5,2252
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 12:57:00+00,Hanson,place-PB-0245,8,0,1,4,2253
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 13:02:00+00,Halifax,place-PB-0281,9,0,1,3,2254
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 13:12:00+00,Kingston,place-KB-0351,10,,3,,2255
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 13:56:00+00,South Station,place-sstat,1,11,,11,2256
2,Spring 2018,CR-Haverhill,Haverhill Line,1,day_type_01,weekday,2018/01/02 04:11:00+00,Malden Center,place-mlmnl,2,0,1,23,2257
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 14:15:00+00,Braintree,place-brntn,4,2,1,14,2258
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/01 14:15:00+00,Quincy Center,place-qnctr,3,3,1,13,2259
2,Spring 2018,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 11:56:00+00,Anderson/Woburn,place-NHRML-0127,4,101,0,366,2260
2,Spring 2018,CR-Haverhill,Haverhill Line,1,day_type_01,weekday,2018/01/02 04:14:00+00,Wyoming Hill,place-WR-0062,3,0,1,22,2261
2,Spring 2018,CR-Haverhill,Haverhill Line,1,day_type_01,weekday,2018/01/02 00:35:00+00,Bradford,place-WR-0325,13,0,38,29,2262
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/02 00:11:00+00,Kingston,place-KB-0351,10,3,44,3,2263
2,Spring 2018,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 11:56:00+00,North Station,place-north,9,,456,,2264
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/02 00:29:00+00,South Station,place-sstat,1,153,,153,2265
2,Spring 2018,CR-Haverhill,Haverhill Line,1,day_type_01,weekday,2018/01/02 00:36:00+00,Melrose Cedar Park,place-WR-0067,4,0,8,71,2266
2,Spring 2018,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 12:00:00+00,Lowell,place-NHRML-0254,1,178,,178,2267
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/02 00:37:00+00,Plymouth,place-PB-0356,11,,3,,2268
2,Spring 2018,CR-Haverhill,Haverhill Line,1,day_type_01,weekday,2018/01/02 00:38:00+00,Haverhill,place-WR-0329,14,,29,,2269
2,Spring 2018,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 12:03:00+00,Winchester Center,place-NHRML-0078,6,42,3,405,2270
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/02 00:47:00+00,Braintree,place-brntn,4,6,7,152,2271
2,Spring 2018,CR-Haverhill,Haverhill Line,1,day_type_01,weekday,2018/01/02 04:16:00+00,Melrose Cedar Park,place-WR-0067,4,0,2,20,2272
2,Spring 2018,CR-Haverhill,Haverhill Line,1,day_type_01,weekday,2018/01/02 00:39:00+00,Melrose Highlands,place-WR-0075,5,0,11,60,2273
2,Spring 2018,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 12:05:00+00,Wedgemere,place-NHRML-0073,7,20,0,425,2274
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/02 00:54:00+00,South Weymouth,place-PB-0158,5,0,29,123,2275
2,Spring 2018,CR-Haverhill,Haverhill Line,1,day_type_01,weekday,2018/01/02 04:19:00+00,Melrose Highlands,place-WR-0075,5,0,1,19,2276
2,Spring 2018,CR-Haverhill,Haverhill Line,1,day_type_01,weekday,2018/01/02 00:40:00+00,North Station,place-north,1,122,,122,2277
2,Spring 2018,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 12:08:00+00,North Billerica,place-NHRML-0218,2,88,1,265,2278
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/02 00:59:00+00,Abington,place-PB-0194,6,0,28,95,2279
2,Spring 2018,CR-Haverhill,Haverhill Line,1,day_type_01,weekday,2018/01/02 04:22:00+00,Greenwood,place-WR-0085,6,0,1,18,2280
2,Spring 2018,CR-Haverhill,Haverhill Line,1,day_type_01,weekday,2018/01/02 00:41:00+00,Andover,place-WR-0228,11,1,24,50,2281
2,Spring 2018,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 12:09:00+00,West Medford,place-NHRML-0055,8,55,0,480,2282
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/02 01:03:00+00,Whitman,place-PB-0212,7,0,15,80,2283
2,Spring 2018,CR-Haverhill,Haverhill Line,1,day_type_01,weekday,2018/01/02 04:26:00+00,Wakefield,place-WR-0099,7,0,1,17,2284
2,Spring 2018,CR-Haverhill,Haverhill Line,1,day_type_01,weekday,2018/01/02 00:42:00+00,Greenwood,place-WR-0085,6,0,2,58,2285
2,Spring 2018,CR-Lowell,Lowell Line,0,day_type_01,weekday,2018/01/01 12:16:00+00,Wilmington,place-NHRML-0152,3,98,0,363,2286
2,Spring 2018,CR-Kingston,Kingston/Plymouth Line,1,day_type_01,weekday,2018/01/02 01:08:00+00,Hanson,place-PB-0245,8,0,22,58,2287
